,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.115495,0.101071,0.132432,0.069256,0.098878,0.101749,0.072619,0.083697
variance,2.195009e-10,1.879528e-10,4.918889e-09,1.08713e-10,1.615291e-09,6.41711e-09,1.057288e-11,4.53349e-09
ambient,0.06505,0.065034,0.065038,0.065054,0.065043,0.06502,0.065013,0.065029
