,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.064385,0.060985,0.087854,0.019331,0.055715,0.050549,0.0216,0.028462
variance,3.000338e-08,2.946535e-09,7.272462e-09,1.325873e-10,2.966715e-09,1.012623e-08,1.832916e-09,8.283707e-09
ambient,0.000127,0.00013,0.00013,0.000138,0.000125,0.000134,0.000118,0.000118
