,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.130425,0.154635,0.163165,0.063699,0.107605,0.095798,0.050711,0.061193
variance,3.030598e-08,1.936579e-08,2.569627e-08,1.012893e-09,2.472228e-08,3.704665e-08,7.15778e-09,3.094627e-08
ambient,0.008994,0.008985,0.008987,0.008982,0.008968,0.008993,0.008971,0.00898
