,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.066509,0.0554,0.083605,0.019559,0.055177,0.047071,0.018976,0.026884
variance,9.189734e-09,1.861963e-09,5.629687e-09,3.184653e-10,2.464077e-09,6.485749e-09,2.072568e-09,1.038507e-08
ambient,0.000405,0.000443,0.000435,0.000435,0.000451,0.000442,0.000432,0.000439
