,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.180133,0.263739,0.282277,0.131825,0.332805,0.151704,0.201353,0.140549
variance,1.506009e-07,8.067039e-08,1.809111e-07,2.036623e-08,2.91752e-07,1.779187e-07,2.899321e-07,4.62532e-07
ambient,0.000199,0.000202,0.000201,0.000191,0.000201,0.000202,0.000196,0.000199
