,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.355815,0.46711,0.409343,0.26954,0.35278,0.269267,0.172641,0.114435
variance,1.32249e-07,1.955181e-07,1.966914e-07,3.341674e-08,1.575787e-07,3.066335e-07,1.086117e-07,1.375902e-07
ambient,0.010757,0.010724,0.010707,0.010715,0.010692,0.010706,0.010722,0.010677
