,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.507752,0.653446,0.56763,0.393594,0.624593,0.385441,0.323104,0.186087
variance,3.227059e-07,1.112927e-06,1.146449e-06,1.213171e-07,1.03335e-06,1.92516e-06,9.148404e-07,8.003163e-07
ambient,0.007785,0.007654,0.007319,0.007135,0.00701,0.007031,0.007059,0.007052
