,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.024679,0.958944,0.764848,0.400297,1.074408,1.038526,0.082795,0.784944
variance,7.036704e-09,7.396813e-07,9.440748e-08,1.227194e-06,1.447211e-08,4.445611e-06,3.104446e-09,2.409141e-06
ambient,0.011391,0.011403,0.011404,0.011413,0.011407,0.011411,0.011399,0.011402
