,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.012377,0.457076,0.346441,0.190501,0.488236,0.534798,0.036994,0.459912
variance,1.649369e-09,1.635887e-07,1.43182e-08,2.572492e-07,3.602253e-09,1.053076e-06,1.206587e-09,8.430559e-07
ambient,0.004777,0.004781,0.004769,0.004781,0.00477,0.004774,0.004768,0.004779
