,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.004595,0.213744,0.146101,0.091842,0.207466,0.294353,0.014617,0.301706
variance,5.945821e-10,4.276794e-08,2.89495e-09,5.998635e-08,7.258338e-10,2.415312e-07,9.003998e-11,3.276482e-07
ambient,0.000828,0.00083,0.000823,0.000812,0.000834,0.00082,0.000826,0.000823
