,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.028088,1.075014,0.836928,0.432065,1.177626,1.105121,0.08673,0.829441
variance,1.001476e-08,1.339929e-06,1.462189e-07,1.480922e-06,2.493414e-08,5.240632e-06,3.576503e-09,2.694207e-06
ambient,0.009256,0.00926,0.00925,0.009246,0.009258,0.009246,0.009238,0.009239
