,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.026176,0.92813,0.724543,0.378536,1.004005,0.974098,0.076405,0.741242
variance,7.378503e-09,1.030382e-06,1.004101e-07,1.085651e-06,1.653456e-08,3.914961e-06,2.375145e-09,2.219961e-06
ambient,0.010551,0.01057,0.010562,0.010567,0.010574,0.010574,0.010552,0.010564
