,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.005717,0.299909,0.246568,0.120525,0.282312,0.398219,0.023721,0.365115
variance,8.447785e-10,7.203035e-08,8.80965e-09,1.004685e-07,5.762501e-10,5.11823e-07,1.562341e-10,4.758166e-07
ambient,0.000686,0.000679,0.000678,0.000686,0.000686,0.000694,0.00067,0.000683
