,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.008107,0.474272,0.38433,0.205016,0.531652,0.592273,0.038835,0.491288
variance,1.162959e-09,1.572115e-07,2.499144e-08,2.995628e-07,2.018286e-09,1.385966e-06,5.358913e-10,9.185051e-07
ambient,0.003406,0.003425,0.003398,0.003413,0.003412,0.003402,0.003401,0.003408
