,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.027534,0.637779,0.489538,0.262128,0.67381,0.69709,0.060138,0.559713
variance,3.768492e-09,4.028019e-07,5.365436e-08,4.916616e-07,2.751136e-09,1.9352e-06,1.315868e-09,1.132008e-06
ambient,0.016151,0.016164,0.016161,0.016142,0.016154,0.01615,0.01613,0.016144
