,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.026868,0.667824,0.49084,0.250744,0.648373,0.726524,0.058452,0.522271
variance,5.710149e-09,4.794451e-07,5.907984e-08,4.651271e-07,7.114664e-09,2.121273e-06,1.642974e-09,1.050679e-06
ambient,0.015559,0.015555,0.01557,0.015557,0.015581,0.015591,0.015593,0.015612
