,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.015166,0.589143,0.473083,0.259977,0.627992,0.702336,0.043037,0.535333
variance,5.492012e-09,4.300579e-07,7.385032e-08,4.683002e-07,2.414524e-08,2.077552e-06,4.086473e-10,1.122061e-06
ambient,0.004546,0.004547,0.004555,0.004537,0.00456,0.004559,0.004544,0.004566
