,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.010219,0.836459,0.648145,0.322277,0.846275,0.873842,0.062965,0.636683
variance,4.459423e-09,2.192761e-06,7.841398e-07,1.15052e-06,2.463358e-08,3.823992e-06,2.213e-09,8.476303e-07
ambient,0.004052,0.00408,0.004083,0.004077,0.004086,0.004091,0.004074,0.004074
