,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.021573,1.13845,0.872603,0.447278,1.218679,1.141609,0.08568,0.876497
variance,1.186484e-08,1.421913e-06,1.192566e-07,1.644496e-06,1.484844e-08,5.672576e-06,4.632881e-09,2.917105e-06
ambient,0.002413,0.00243,0.002423,0.002424,0.002461,0.002429,0.00241,0.002441
