,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.017306,0.26801,0.216352,0.142551,0.285044,0.420997,0.030283,0.35914
variance,5.464926e-10,5.747316e-08,8.339868e-09,1.199224e-07,5.41624e-09,6.239521e-07,2.912373e-10,4.533094e-07
ambient,0.013586,0.013609,0.013599,0.013605,0.013603,0.01361,0.013618,0.013628
