,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.032636,0.516807,0.423701,0.231839,0.525474,0.570469,0.055067,0.490256
variance,3.921002e-09,3.010002e-07,4.733713e-08,3.434232e-07,5.433893e-09,1.243705e-06,9.273151e-10,8.480997e-07
ambient,0.023146,0.023147,0.023163,0.023146,0.023154,0.023142,0.023129,0.023137
