,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.016923,0.917556,0.715307,0.372991,0.992186,0.976039,0.068949,0.755246
variance,9.8199e-09,8.136746e-07,8.69708e-08,1.120165e-06,1.150659e-08,4.059095e-06,2.689177e-09,2.085207e-06
ambient,0.001306,0.001318,0.001323,0.001318,0.001332,0.00132,0.001316,0.001317
