,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.013213,0.730514,0.662525,0.3665,0.987988,1.028392,0.078594,0.788893
variance,1.77883e-09,1.392656e-08,1.621933e-08,7.841993e-07,8.710828e-09,4.242174e-06,8.432153e-09,2.320577e-06
ambient,0.006577,0.00659,0.006589,0.006592,0.006603,0.006601,0.00659,0.0066
