,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.022982,0.519706,0.393524,0.216644,0.551324,0.578906,0.049542,0.501638
variance,2.087944e-09,2.567907e-07,2.542271e-08,3.264889e-07,2.103121e-09,1.265398e-06,4.158949e-10,8.740079e-07
ambient,0.013996,0.014002,0.013997,0.014015,0.014008,0.01402,0.013999,0.014042
