,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.006625,0.775979,0.71476,0.35566,0.98773,0.993608,0.067057,0.764708
variance,3.733277e-09,5.745446e-07,9.371396e-08,1.008817e-06,1.400414e-08,4.120559e-06,3.047745e-09,2.3379e-06
ambient,0.000765,0.000773,0.000776,0.000779,0.00074,0.000782,0.000762,0.000768
