,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.008014,0.441027,0.423423,0.236219,0.610648,0.706628,0.049662,0.589453
variance,5.87562e-10,4.186803e-09,1.549503e-08,3.094864e-07,4.31811e-10,1.845061e-06,1.191523e-09,1.346079e-06
ambient,0.004122,0.004133,0.004103,0.004091,0.004165,0.004105,0.004131,0.004143
