,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.00439,0.230095,0.158929,0.097617,0.224517,0.303992,0.015041,0.311406
variance,5.261711e-10,5.229018e-08,2.875481e-09,6.388768e-08,2.126882e-09,2.850154e-07,1.88578e-10,3.564786e-07
ambient,0.000265,0.000303,0.000315,0.000303,0.000273,0.000305,0.000281,0.000314
