,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.028159,0.498913,0.369073,0.195857,0.480913,0.584217,0.051741,0.446717
variance,2.592913e-09,2.624362e-07,3.047859e-08,2.548213e-07,2.356074e-09,1.303519e-06,1.129052e-09,6.902036e-07
ambient,0.019927,0.019961,0.020042,0.02001,0.020021,0.020018,0.020007,0.019992
