,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.011187,0.554617,0.435851,0.237405,0.597032,0.62548,0.042288,0.530877
variance,3.021597e-09,2.743446e-07,2.711877e-08,4.414964e-07,3.926374e-09,1.570275e-06,1.081929e-09,1.192584e-06
ambient,0.001444,0.001451,0.001445,0.001439,0.001447,0.001445,0.001447,0.001447
