,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.021877,0.846062,0.68719,0.351742,0.920099,0.930986,0.066303,0.691443
variance,7.740511e-09,8.429393e-07,1.256405e-07,9.618978e-07,1.414938e-08,3.687739e-06,1.242398e-09,2.004653e-06
ambient,0.006858,0.006874,0.006861,0.006897,0.006885,0.006881,0.006869,0.006907
