,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.060208,0.061155,0.086909,0.016667,0.050621,0.048617,0.020055,0.027348
variance,2.673062e-08,3.407536e-09,5.676043e-09,8.91589e-11,3.529266e-09,8.602541e-09,1.841016e-09,8.29587e-09
ambient,0.000131,0.000133,0.000119,0.000138,0.000132,0.000138,0.000132,0.000119
