,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.593162,0.776731,0.68734,0.463273,0.857196,0.453654,0.410137,0.294181
variance,1.36368e-06,6.078847e-07,5.880953e-07,1.364224e-07,7.55668e-07,8.639774e-07,5.98024e-07,8.641674e-07
ambient,0.000442,0.000453,0.000447,0.000476,0.000449,0.000446,0.000443,0.000438
