,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.306375,0.363685,0.296013,0.263822,0.410737,0.266845,0.281489,0.176363
variance,5.011096e-07,4.405605e-07,2.153288e-07,9.509677e-08,3.543083e-07,8.484808e-07,6.508879e-07,6.633909e-07
ambient,0.000113,0.000114,0.000118,0.000119,0.00013,0.000148,0.000157,0.000128
