,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.087363,0.090934,0.116978,0.048105,0.080669,0.07955,0.044934,0.051443
variance,3.67436e-10,8.251102e-09,1.998522e-08,3.362891e-10,1.088023e-08,4.715621e-08,8.196585e-09,2.560895e-08
ambient,0.018465,0.018503,0.018539,0.018558,0.018491,0.018539,0.018523,0.018519
