,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.139625,0.164394,0.18146,0.142969,0.402253,0.259753,0.195606,0.108837
variance,1.170356e-07,2.232431e-08,2.869555e-08,2.202066e-08,1.574868e-07,1.919127e-07,1.336152e-07,1.261428e-07
ambient,3.2e-05,1e-05,0.01563,7.5e-05,1.1e-05,9.417535e-06,1.5e-05,1.5e-05
