,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.087306,0.090709,0.109136,0.039423,0.072159,0.068727,0.032108,0.034031
variance,4.13626e-08,8.042122e-09,1.4552e-08,1.026791e-09,4.634813e-09,2.370902e-08,4.732016e-09,1.291298e-08
ambient,0.00023,0.000221,0.000244,0.000242,0.000233,0.000242,0.000237,0.000243
