,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.387679,0.542315,0.484864,0.331247,0.472173,0.327335,0.229802,0.141503
variance,1.471736e-07,6.458108e-07,6.666274e-07,7.253288e-08,5.915327e-07,1.139782e-06,3.985865e-07,3.12655e-07
ambient,0.022898,0.022754,0.022656,0.022671,0.022555,0.022626,0.022577,0.022651
