,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.494384,0.633295,0.556536,0.393361,0.567264,0.381194,0.278795,0.164321
variance,7.554889e-08,1.068016e-06,1.001191e-06,7.157196e-08,8.171436e-07,1.853863e-06,6.637327e-07,6.005625e-07
ambient,0.017501,0.017004,0.016633,0.016417,0.016293,0.016339,0.016268,0.016189
