,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.224078,0.28125,0.268776,0.159828,0.263529,0.175745,0.139379,0.091018
variance,2.821094e-08,1.891826e-07,1.761227e-07,2.328861e-08,1.879645e-07,3.899568e-07,1.152263e-07,1.152736e-07
ambient,0.009271,0.008992,0.008975,0.009046,0.00897,0.00883,0.008904,0.009135
