,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.394215,0.515762,0.456809,0.3104,0.448353,0.311343,0.220617,0.134985
variance,1.93255e-07,5.605437e-07,6.303924e-07,7.559878e-08,5.190767e-07,1.180838e-06,3.957495e-07,3.554333e-07
ambient,0.016731,0.016717,0.016673,0.016708,0.016664,0.016681,0.016645,0.016604
