,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.001164,0.055079,0.015294,0.029354,0.020005,0.132318,0.000893,0.193723
variance,1.843148e-10,5.249291e-09,1.438139e-10,3.710146e-09,4.001009e-09,2.058309e-08,3.959144e-11,1.258708e-07
ambient,0.000289,0.000272,0.000304,0.000297,0.000306,0.000296,0.000304,0.000311
