,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.009744,0.302503,0.294441,0.360101,0.694728,1.408105,0.041245,0.744482
variance,4.012776e-09,7.771716e-08,1.251081e-08,7.444147e-07,8.035187e-09,1.1e-05,2.493067e-09,2.340642e-06
ambient,0.000279,0.000275,0.000276,0.000281,0.00028,0.000272,0.000273,0.000283
