,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.002572,0.121737,0.069547,0.052877,0.093595,0.218271,0.006533,0.251501
variance,4.008029e-10,8.69315e-09,2.591491e-10,1.738195e-08,1.460307e-10,1.139616e-07,7.679546e-11,2.317904e-07
ambient,0.000293,0.000293,0.000303,0.000329,0.000315,0.000312,0.000298,0.0003
