,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.06447,0.058416,0.084576,0.020876,0.055304,0.053678,0.021431,0.029364
variance,1.898443e-08,2.176086e-08,2.107697e-08,1.384052e-09,8.576914e-09,1.014632e-08,9.515837e-09,1.816535e-08
ambient,3.2e-05,3.1e-05,3.5e-05,3.3e-05,3.5e-05,3.1e-05,2.9e-05,3.2e-05
