,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.260664,0.409093,0.362845,0.232239,0.352166,0.2366,0.15317,0.110694
variance,4.774723e-07,2.835031e-07,5.157039e-07,1.099887e-07,1.872094e-07,5.863721e-07,1.73978e-07,2.662303e-07
ambient,0.002363,0.002342,0.002324,0.00232,0.002317,0.002321,0.002314,0.002321
