,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.084893,0.11051,0.116304,0.036724,0.080445,0.084035,0.035014,0.060532
variance,3.534041e-09,7.935057e-09,1.15555e-08,3.2054e-10,6.289497e-09,2.576726e-08,2.687358e-09,3.339517e-08
ambient,0.008514,0.008545,0.008526,0.008518,0.008513,0.008531,0.008528,0.008516
