,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.198786,0.228316,0.204369,0.121215,0.14923,0.139399,0.065691,0.056484
variance,7.644984e-08,4.739852e-08,4.246337e-08,8.302777e-09,3.963285e-08,8.768215e-08,1.394335e-08,2.876064e-08
ambient,0.005747,0.005748,0.005729,0.005739,0.005745,0.005746,0.005728,0.00573
