,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.078592,0.065089,0.098286,0.032752,0.062469,0.065287,0.036016,0.047228
variance,1.039325e-09,4.728321e-09,3.782702e-09,1.444675e-10,1.007834e-09,6.378258e-09,6.606484e-09,4.923408e-09
ambient,0.028512,0.02852,0.02851,0.028487,0.028529,0.028555,0.028559,0.028555
