,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.128495,0.144005,0.157991,0.072952,0.143519,0.096769,0.070138,0.057109
variance,5.229749e-08,4.673435e-08,6.717598e-08,5.289907e-09,5.324317e-08,1.104184e-07,4.121848e-08,7.354847e-08
ambient,0.00124,0.00123,0.001218,0.001221,0.001227,0.001243,0.001218,0.001215
