,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.249855,0.3077,0.288336,0.171283,0.291257,0.190382,0.153441,0.106405
variance,2.887059e-07,9.231535e-08,9.56597e-08,2.182253e-08,1.117705e-07,1.35842e-07,9.373232e-08,1.280699e-07
ambient,0.000703,0.000692,0.000709,0.000712,0.000707,0.000705,0.000706,0.000699
