,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.331736,0.39791,0.364543,0.245189,0.364618,0.254403,0.211419,0.151041
variance,1.931105e-08,8.50532e-07,6.626463e-07,8.265687e-09,4.523881e-07,8.015466e-07,3.418073e-07,3.714413e-07
ambient,0.03664,0.035565,0.034466,0.03406,0.033687,0.033583,0.033349,0.033217
