,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.45535,0.572114,0.494091,0.340484,0.485783,0.342819,0.245377,0.161304
variance,1.418577e-07,8.031939e-07,6.879098e-07,7.342686e-08,8.368505e-07,1.554913e-06,4.807701e-07,5.505837e-07
ambient,0.015708,0.015687,0.015635,0.015696,0.015638,0.015682,0.015623,0.015609
