,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.068835,0.068549,0.094683,0.021368,0.060973,0.051775,0.023388,0.029661
variance,1.725103e-08,1.392468e-08,2.08936e-08,1.082554e-09,8.843647e-09,3.65139e-08,5.279592e-09,1.955412e-08
ambient,0.000861,0.000778,0.000728,0.000795,0.000791,0.000769,0.000712,0.000702
