,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.205337,0.236719,0.227337,0.134518,0.210917,0.150817,0.099333,0.069881
variance,1.612e-07,1.48848e-07,1.489778e-07,2.19521e-08,1.229161e-07,2.990499e-07,9.203093e-08,1.162213e-07
ambient,0.000298,0.000314,0.000303,0.000307,0.000305,0.000295,0.000292,0.000297
