,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.251312,0.308766,0.294116,0.167961,0.2992,0.184726,0.166936,0.121262
variance,2.059205e-07,2.218046e-07,1.968501e-07,1.369373e-08,2.958991e-07,3.113224e-07,2.422576e-07,4.093317e-07
ambient,0.0011,0.0011,0.001092,0.001095,0.001091,0.001103,0.001095,0.001085
