,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.244236,0.346507,0.305492,0.169183,0.253886,0.19593,0.14945,0.091624
variance,9.500146e-08,7.878919e-08,9.82998e-08,9.900361e-09,7.770012e-08,1.397748e-07,7.880749e-08,7.875419e-08
ambient,0.014471,0.014454,0.014457,0.01448,0.014455,0.014474,0.014458,0.014457
