,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.249385,0.331052,0.30482,0.168079,0.268676,0.182535,0.14654,0.100304
variance,1.005886e-07,2.492419e-07,2.463768e-07,2.823298e-08,2.093377e-07,4.192635e-07,1.846719e-07,2.402003e-07
ambient,0.003053,0.003027,0.003014,0.003032,0.003018,0.003032,0.003023,0.00301
