,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.11871,0.160273,0.170089,0.078457,0.143277,0.108797,0.092074,0.109984
variance,1.285973e-07,2.22696e-08,2.552591e-08,4.009081e-09,2.183592e-08,3.208933e-08,3.338405e-08,1.298547e-07
ambient,0.000121,0.000111,0.000126,0.000172,0.000139,0.000131,0.000142,0.000106
