,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.277425,0.416214,0.381564,0.229905,0.357105,0.242748,0.175295,0.133804
variance,2.199779e-07,1.935599e-07,1.713962e-07,3.12651e-08,1.291845e-07,2.60345e-07,1.107095e-07,1.831987e-07
ambient,0.001856,0.001868,0.001846,0.001859,0.00186,0.001863,0.001854,0.001852
