,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.281267,0.389641,0.363421,0.269029,0.480052,0.280929,0.280968,0.220827
variance,2.949201e-07,3.449207e-07,2.8776e-07,1.003102e-07,5.138235e-07,7.051122e-07,6.488799e-07,1.044321e-06
ambient,0.000457,0.000452,0.000444,0.000447,0.000444,0.000446,0.000444,0.000442
