,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.429907,0.627257,0.586541,0.365249,0.722262,0.357674,0.312767,0.220822
variance,6.73057e-07,5.7e-05,6.3e-05,1.327547e-07,1.147702e-06,1.365388e-06,7.378611e-07,9.480647e-07
ambient,0.000111,0.000119,0.000119,0.000117,0.000119,0.000116,0.000112,0.000114
