,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.306689,0.363459,0.295824,0.263892,0.410591,0.266725,0.281329,0.176122
variance,3.393863e-07,4.643706e-07,2.112769e-07,9.437511e-08,3.522593e-07,8.741383e-07,6.496663e-07,6.620961e-07
ambient,0.000104,9.7e-05,0.000102,0.00011,0.000117,0.0001,0.000107,0.000113
