,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.410215,0.517702,0.453412,0.312398,0.43509,0.314576,0.215007,0.132664
variance,7.995617e-08,5.718555e-07,5.75572e-07,6.250506e-08,4.862865e-07,1.271999e-06,3.60497e-07,3.292914e-07
ambient,0.020496,0.020439,0.020395,0.020484,0.020411,0.020447,0.020388,0.020355
