,led0,led1,led2,led3,led4,led5,led6,led7
intensity,0.125453,0.140839,0.154787,0.073675,0.136436,0.099109,0.069221,0.057221
variance,2.300907e-08,4.489516e-08,5.893298e-08,5.413322e-09,4.168122e-08,1.150757e-07,3.867918e-08,6.061099e-08
ambient,0.00587,0.005852,0.005813,0.005843,0.005825,0.005803,0.005754,0.005734
